"","lot","supplier","line","grower","dd","port","week","vessel","origin","ca","plastic","brand","pd","days","maxgrade","CR","CRC","CD","CDC","bio","wk","week_date","CR_avg","maxgrade_avg","degreedays","t_max_avg_wk","t_min_avg_wk","rhum_avg_wk","t_avg_mean","prcp_sum_wk","degreedays_wk","crs","crc"
"265",16876,"APPBOSA","Hamburg Sud","1811",2016-03-30,"Barendrecht (NL)",9,"Chopin","Peru","NO CA","BANAVAC","BIO BIO",2016-03-01,29,45,0.00952380952380952,0.00952380952380952,0.133333333333333,0.0285714285714286,"1","09",2016-02-28,0.0153823047165053,43.6666666666667,1212.35,32.93125,23.6083333333333,75.3829787234042,27.5625,NA,1212.4925,0.88545602565321,0.464723172043769
"266",16877,"APPBOSA","Hamburg Sud","3223",2016-03-30,"Barendrecht (NL)",9,"Chopin","Peru","NO CA","BANAVAC","BIO BIO",2016-03-03,27,44,0,0,0.0388349514563107,0,"1","09",2016-02-28,0.0153823047165053,43.6666666666667,1213.25,32.93125,23.6083333333333,75.3829787234042,27.5625,NA,1212.4925,0.88545602565321,0.464723172043769
"267",16878,"APPBOSA","Hamburg Sud","6049",2016-03-30,"Barendrecht (NL)",9,"Chopin","Peru","NO CA","BANAVAC","BIO BIO",2016-03-02,28,43,0,0,0.0280373831775701,0,"1","09",2016-02-28,0.0153823047165053,43.6666666666667,1213.15,32.93125,23.6083333333333,75.3829787234042,27.5625,NA,1212.4925,0.88545602565321,0.464723172043769
"268",16880,"APPBOSA","Hamburg Sud","3715",2016-03-30,"Barendrecht (NL)",9,"Chopin","Peru","NO CA","BANAVAC","EKOOKE FT",2016-03-02,28,43,0.0373831775700935,0.0186915887850467,0.177570093457944,0.0747663551401869,"1","09",2016-02-28,0.0153823047165053,43.6666666666667,1213.15,32.93125,23.6083333333333,75.3829787234042,27.5625,NA,1212.4925,0.88545602565321,0.464723172043769
"269",16944,"APPBOSA","Hamburg Sud","915",2016-03-30,"Barendrecht (NL)",9,"Chopin","Peru","NO CA","BANAVAC","EKOOKE FT",2016-03-04,26,42,0.0238095238095238,0,0.0952380952380952,0,"1","09",2016-02-28,0.0153823047165053,43.6666666666667,1214.9,32.93125,23.6083333333333,75.3829787234042,27.5625,NA,1212.4925,0.88545602565321,0.464723172043769
"270",16950,"VDCHIRA","Mediterranean Shipping Company BV","5502",2016-04-04,"Antwerpen (BE)",9,"MSC Julia R.","Peru","NO CA","BANAVAC","EKOOKE",2016-03-06,29,45,0,0,0,0,"1","09",2016-03-06,0.00670876538006971,43,1214.4,32.93125,23.6083333333333,75.3829787234042,27.5625,NA,1214.52045454545,0.88545602565321,0.464723172043769
"271",16951,"VDCHIRA","Mediterranean Shipping Company BV","5517",2016-04-04,"Antwerpen (BE)",10,"MSC Julia R.","Peru","NO CA","BANAVAC","EKOOKE",2016-03-07,28,45,0,0,0,0,"1","10",2016-03-06,0.00670876538006971,43,1212.65,33.2854166666667,24.6770833333333,69.6875,28.2625,NA,1214.52045454545,0.935016242685415,0.354604887042536
"272",16952,"VDCHIRA","Mediterranean Shipping Company BV","302",2016-04-04,"Antwerpen (BE)",10,"MSC Julia R.","Peru","NO CA","BANAVAC","EKOOKE FT",2016-03-08,27,46,0,0,0.0103092783505155,0,"1","10",2016-03-06,0.00670876538006971,43,1213.3,33.2854166666667,24.6770833333333,69.6875,28.2625,NA,1214.52045454545,0.935016242685415,0.354604887042536
"273",16953,"VDCHIRA","Seatrade Group N.V.","5509",2016-04-04,"Barendrecht (NL)",10,"Italia Reefer","Peru","NO CA","BANAVAC","EKOOKE",2016-03-08,27,42,0,0,0,0,"1","10",2016-03-06,0.00670876538006971,43,1213.3,33.2854166666667,24.6770833333333,69.6875,28.2625,NA,1214.52045454545,0.935016242685415,0.354604887042536
"274",16956,"VDCHIRA","Maersk Line A/S","1841",2016-04-04,"Barendrecht (NL)",9,"Repulse Bay","Peru","CA","POLYPACK","MIGROS SWM",2016-03-06,29,42,0,0.0173913043478261,0,0,"0","09",2016-03-06,0.0282649385754067,42.75,1214.4,32.93125,23.6083333333333,75.3829787234042,27.5625,NA,1214.52045454545,0.88545602565321,0.464723172043769
"275",16957,"VDCHIRA","Maersk Line A/S","718",2016-04-04,"Barendrecht (NL)",10,"Repulse Bay","Peru","CA","POLYPACK","MIGROS SWM",2016-03-07,28,42,0.0330578512396694,0.00826446280991736,0,0,"0","10",2016-03-06,0.0282649385754067,42.75,1212.65,33.2854166666667,24.6770833333333,69.6875,28.2625,NA,1214.52045454545,0.935016242685415,0.354604887042536
"276",16962,"VDCHIRA","Seatrade Group N.V.","1456",2016-04-04,"Barendrecht (NL)",10,"Italia Reefer","Peru","NO CA","BANAVAC","EKOOKE FT",2016-03-09,26,42,0,0,0.0202020202020202,0,"1","10",2016-03-06,0.00670876538006971,43,1214.2,33.2854166666667,24.6770833333333,69.6875,28.2625,NA,1214.52045454545,0.935016242685415,0.354604887042536
"277",16970,"APPBOSA","Maersk Line A/S","5310",2016-04-04,"Barendrecht (NL)",10,"Repulse Bay","Peru","NO CA","BANAVAC","EKOOKE ALT",2016-03-07,28,42,0,0,0,0,"1","10",2016-03-06,0.00406365729156241,43.5,1212.65,33.2854166666667,24.6770833333333,69.6875,28.2625,NA,1214.52045454545,0.935016242685415,0.354604887042536
"278",16971,"APPBOSA","Seatrade Group N.V.","2513",2016-04-04,"Barendrecht (NL)",10,"Italia Reefer","Peru","NO CA","BANAVAC","EKOOKE FT",2016-03-08,27,48,0,0,0.0784313725490196,0,"1","10",2016-03-06,0.00406365729156241,43.5,1213.3,33.2854166666667,24.6770833333333,69.6875,28.2625,NA,1214.52045454545,0.935016242685415,0.354604887042536
"279",16973,"APPBOSA","Maersk Line A/S","5102",2016-04-04,"Barendrecht (NL)",10,"Repulse Bay","Peru","NO CA","BANAVAC","EKOOKE FT",2016-03-07,28,44,0,0,0.0784313725490196,0,"1","10",2016-03-06,0.00406365729156241,43.5,1212.65,33.2854166666667,24.6770833333333,69.6875,28.2625,NA,1214.52045454545,0.935016242685415,0.354604887042536
"280",16974,"APPBOSA","Maersk Line A/S","5213",2016-04-04,"Barendrecht (NL)",10,"Repulse Bay","Peru","NO CA","BANAVAC","EKOOKE",2016-03-08,27,42,0,0,0,0,"1","10",2016-03-06,0.00406365729156241,43.5,1213.3,33.2854166666667,24.6770833333333,69.6875,28.2625,NA,1214.52045454545,0.935016242685415,0.354604887042536
"281",16954,"VDCHIRA","Hapag-Lloyd AG","5144",2016-04-06,"Barendrecht (NL)",10,"Hansa Asia","Peru","NO CA","BANAVAC","EKOOKE ALT",2016-03-10,27,42,0.00884955752212389,0,0.0707964601769911,0.00884955752212389,"1","10",2016-03-06,0.00670876538006971,43,1214.45,33.2854166666667,24.6770833333333,69.6875,28.2625,NA,1214.52045454545,0.935016242685415,0.354604887042536
"282",16955,"VDCHIRA","Hamburg Sud","5401",2016-04-06,"Barendrecht (NL)",10,"Hansa Asia","Peru","NO CA","BANAVAC","EKOOKE ALT",2016-03-10,27,42,0,0,0.0654205607476635,0,"1","10",2016-03-06,0.00670876538006971,43,1214.45,33.2854166666667,24.6770833333333,69.6875,28.2625,NA,1214.52045454545,0.935016242685415,0.354604887042536
"283",16959,"VDCHIRA","Hamburg Sud","380",2016-04-06,"Barendrecht (NL)",10,"Hansa Asia","Peru","NO CA","BANAVAC","EKOOKE ALT",2016-03-10,27,42,0.018348623853211,0,0.055045871559633,0,"1","10",2016-03-06,0.00670876538006971,43,1214.45,33.2854166666667,24.6770833333333,69.6875,28.2625,NA,1214.52045454545,0.935016242685415,0.354604887042536
"284",16960,"VDCHIRA","Hamburg Sud","1449",2016-04-06,"Barendrecht (NL)",10,"Hansa Asia","Peru","NO CA","BANAVAC","BIO BIO",2016-03-10,27,43,0,0.0099009900990099,0.0693069306930693,0.0099009900990099,"1","10",2016-03-06,0.00670876538006971,43,1214.45,33.2854166666667,24.6770833333333,69.6875,28.2625,NA,1214.52045454545,0.935016242685415,0.354604887042536
"285",16961,"VDCHIRA","Hamburg Sud","2930",2016-04-06,"Barendrecht (NL)",10,"Hansa Asia","Peru","NO CA","BANAVAC","BIO BIO",2016-03-11,26,42,0.018348623853211,0.018348623853211,0.146788990825688,0,"1","10",2016-03-06,0.00670876538006971,43,1216.2,33.2854166666667,24.6770833333333,69.6875,28.2625,NA,1214.52045454545,0.935016242685415,0.354604887042536
"286",16976,"APPBOSA","Hamburg Sud","1607",2016-04-06,"Barendrecht (NL)",10,"Hansa Asia","Peru","NO CA","BANAVAC","BIO BIO",2016-03-10,27,42,0,0,0.105769230769231,0.00961538461538462,"1","10",2016-03-06,0.00406365729156241,43.5,1214.45,33.2854166666667,24.6770833333333,69.6875,28.2625,NA,1214.52045454545,0.935016242685415,0.354604887042536
"287",16977,"APPBOSA","Hamburg Sud","929",2016-04-06,"Barendrecht (NL)",10,"Hansa Asia","Peru","NO CA","BANAVAC","BIO BIO",2016-03-11,26,42,0,0,0.11214953271028,0,"1","10",2016-03-06,0.00406365729156241,43.5,1216.2,33.2854166666667,24.6770833333333,69.6875,28.2625,NA,1214.52045454545,0.935016242685415,0.354604887042536
"288",16978,"APPBOSA","Hamburg Sud","2107",2016-04-06,"Barendrecht (NL)",10,"Hansa Asia","Peru","NO CA","BANAVAC","BIO BIO",2016-03-11,26,42,0.00970873786407767,0,0.029126213592233,0,"1","10",2016-03-06,0.00406365729156241,43.5,1216.2,33.2854166666667,24.6770833333333,69.6875,28.2625,NA,1214.52045454545,0.935016242685415,0.354604887042536
"289",16979,"APPBOSA","Hamburg Sud","3815",2016-04-06,"Barendrecht (NL)",10,"Hansa Asia","Peru","NO CA","BANAVAC","BIO BIO",2016-03-11,26,42,0,0,0,0,"1","10",2016-03-06,0.00406365729156241,43.5,1216.2,33.2854166666667,24.6770833333333,69.6875,28.2625,NA,1214.52045454545,0.935016242685415,0.354604887042536
"290",17049,"APPBOSA","Seatrade Group N.V.","3401",2016-04-11,"Barendrecht (NL)",11,"Hellas Reefer","Peru","NO CA","BANAVAC","EKOOKE FT",2016-03-15,27,45,0,0,0.0319148936170213,0,"1","11",2016-03-13,0.0117246027195937,43.5714285714286,1217.2,34.2830188679245,24.0056603773585,62.6346153846154,28.688679245283,NA,1221.42931034483,0.970941817426052,0.239315664287558
"291",17050,"APPBOSA","Seatrade Group N.V.","3219",2016-04-11,"Barendrecht (NL)",11,"Hellas Reefer","Peru","NO CA","BANAVAC","EKOOKE FT",2016-03-15,27,44,0,0.0099009900990099,0.0792079207920792,0,"1","11",2016-03-13,0.0117246027195937,43.5714285714286,1217.2,34.2830188679245,24.0056603773585,62.6346153846154,28.688679245283,NA,1221.42931034483,0.970941817426052,0.239315664287558
"292",17051,"APPBOSA","Maersk Line A/S","5217",2016-04-11,"Barendrecht (NL)",11,"Viking Eagle","Peru","NO CA","BANAVAC","EKOOKE FT",2016-03-14,28,44,0,0,0.0594059405940594,0,"1","11",2016-03-13,0.0117246027195937,43.5714285714286,1219.75,34.2830188679245,24.0056603773585,62.6346153846154,28.688679245283,NA,1221.42931034483,0.970941817426052,0.239315664287558
"293",17052,"APPBOSA","Maersk Line A/S","3105",2016-04-11,"Barendrecht (NL)",11,"Viking Eagle","Peru","NO CA","BANAVAC","BIO BIO",2016-03-14,28,42,0,0,0,0,"1","11",2016-03-13,0.0117246027195937,43.5714285714286,1219.75,34.2830188679245,24.0056603773585,62.6346153846154,28.688679245283,NA,1221.42931034483,0.970941817426052,0.239315664287558
"294",17053,"APPBOSA","Maersk Line A/S","3234",2016-04-11,"Barendrecht (NL)",11,"Viking Eagle","Peru","NO CA","BANAVAC","BIO BIO",2016-03-14,28,42,0.00952380952380952,0,0,0,"1","11",2016-03-13,0.0117246027195937,43.5714285714286,1219.75,34.2830188679245,24.0056603773585,62.6346153846154,28.688679245283,NA,1221.42931034483,0.970941817426052,0.239315664287558
"295",17056,"VDCHIRA","Mediterranean Shipping Company BV","523",2016-04-11,"Antwerpen (BE)",11,"MSC Katya R.","Peru","NO CA","BANAVAC","EKOOKE FT",2016-03-14,28,43,0.0210526315789474,0,0,0,"1","11",2016-03-13,0.0362349235990786,43.8461538461538,1219.75,34.2830188679245,24.0056603773585,62.6346153846154,28.688679245283,NA,1221.42931034483,0.970941817426052,0.239315664287558
"296",17060,"VDCHIRA","Mediterranean Shipping Company BV","324",2016-04-11,"Barendrecht (NL)",11,"MSC Leigh","Peru","NO CA","BANAVAC","EKOOKE FT",2016-03-14,28,47,0.0212765957446809,0.0212765957446809,0.074468085106383,0,"1","11",2016-03-13,0.0362349235990786,43.8461538461538,1219.75,34.2830188679245,24.0056603773585,62.6346153846154,28.688679245283,NA,1221.42931034483,0.970941817426052,0.239315664287558
"297",17061,"VDCHIRA","Mediterranean Shipping Company BV","519",2016-04-11,"Barendrecht (NL)",11,"MSC Leigh","Peru","NO CA","BANAVAC","EKOOKE FT",2016-03-15,27,46,0.0303030303030303,0.0808080808080808,0.101010101010101,0,"1","11",2016-03-13,0.0362349235990786,43.8461538461538,1217.2,34.2830188679245,24.0056603773585,62.6346153846154,28.688679245283,NA,1221.42931034483,0.970941817426052,0.239315664287558
"298",17062,"VDCHIRA","Maersk Line A/S","132",2016-04-11,"Barendrecht (NL)",10,"Viking Eagle","Peru","CA","POLYPACK","MIGROS SWM",2016-03-12,30,42,0.00847457627118644,0,0.0169491525423729,0,"0","10",2016-03-06,0.0282649385754067,42.75,1217.8,33.2854166666667,24.6770833333333,69.6875,28.2625,NA,1214.52045454545,0.935016242685415,0.354604887042536
"299",17063,"VDCHIRA","Maersk Line A/S","512",2016-04-11,"Barendrecht (NL)",10,"Viking Eagle","Peru","CA","POLYPACK","MIGROS SWM",2016-03-12,30,45,0.018348623853211,0.0275229357798165,0,0,"0","10",2016-03-06,0.0282649385754067,42.75,1217.8,33.2854166666667,24.6770833333333,69.6875,28.2625,NA,1214.52045454545,0.935016242685415,0.354604887042536
"300",17064,"VDCHIRA","Seatrade Group N.V.","346",2016-04-11,"Barendrecht (NL)",11,"Hellas Reefer","Peru","NO CA","BANAVAC","EKOOKE ALT",2016-03-15,27,42,0,0.010752688172043,0.0752688172043011,0,"1","11",2016-03-13,0.0362349235990786,43.8461538461538,1217.2,34.2830188679245,24.0056603773585,62.6346153846154,28.688679245283,NA,1221.42931034483,0.970941817426052,0.239315664287558
"301",17065,"VDCHIRA","Seatrade Group N.V.","139",2016-04-11,"Barendrecht (NL)",11,"Hellas Reefer","Peru","NO CA","BANAVAC","EKOOKE ALT",2016-03-16,26,42,0,0,0.0990990990990991,0,"1","11",2016-03-13,0.0362349235990786,43.8461538461538,1220.1,34.2830188679245,24.0056603773585,62.6346153846154,28.688679245283,NA,1221.42931034483,0.970941817426052,0.239315664287558
"302",17066,"VDCHIRA","Seatrade Group N.V.","5507",2016-04-11,"Barendrecht (NL)",11,"Hellas Reefer","Peru","NO CA","BANAVAC","EKOOKE",2016-03-15,27,42,0.0283018867924528,0.0188679245283019,0.0943396226415094,0.00943396226415094,"1","11",2016-03-13,0.0362349235990786,43.8461538461538,1217.2,34.2830188679245,24.0056603773585,62.6346153846154,28.688679245283,NA,1221.42931034483,0.970941817426052,0.239315664287558
"303",17067,"VDCHIRA","Seatrade Group N.V.","521",2016-04-11,"Barendrecht (NL)",11,"Hellas Reefer","Peru","NO CA","BANAVAC","BIO BIO",2016-03-16,26,47,0.0618556701030928,0.0309278350515464,0.11340206185567,0,"1","11",2016-03-13,0.0362349235990786,43.8461538461538,1220.1,34.2830188679245,24.0056603773585,62.6346153846154,28.688679245283,NA,1221.42931034483,0.970941817426052,0.239315664287558
"304",17054,"APPBOSA","Hamburg Sud","1106",2016-04-13,"Barendrecht (NL)",11,"Bomar Resolute","Peru","NO CA","BANAVAC","BIO BIO",2016-03-15,29,45,0,0.0102040816326531,0.0612244897959184,0,"1","11",2016-03-13,0.0117246027195937,43.5714285714286,1217.2,34.2830188679245,24.0056603773585,62.6346153846154,28.688679245283,NA,1221.42931034483,0.970941817426052,0.239315664287558
"305",17055,"APPBOSA","Hamburg Sud","7005",2016-04-13,"Barendrecht (NL)",11,"Bomar Resolute","Peru","NO CA","BANAVAC","BIO BIO",2016-03-16,28,44,0,0,0.0280373831775701,0,"1","11",2016-03-13,0.0117246027195937,43.5714285714286,1220.1,34.2830188679245,24.0056603773585,62.6346153846154,28.688679245283,NA,1221.42931034483,0.970941817426052,0.239315664287558
"306",17057,"APPBOSA","Hamburg Sud","2832",2016-04-13,"Barendrecht (NL)",11,"Bomar Resolute","Peru","NO CA","BANAVAC","EKOOKE ALT",2016-03-18,26,44,0,0,0.0288461538461538,0,"1","11",2016-03-13,0.0117246027195937,43.5714285714286,1224.85,34.2830188679245,24.0056603773585,62.6346153846154,28.688679245283,NA,1221.42931034483,0.970941817426052,0.239315664287558
"307",17058,"APPBOSA","Hamburg Sud","7109",2016-04-13,"Barendrecht (NL)",11,"Bomar Resolute","Peru","NO CA","BANAVAC","EKOOKE FT",2016-03-17,27,42,0,0,0,0,"1","11",2016-03-13,0.0117246027195937,43.5714285714286,1223.6,34.2830188679245,24.0056603773585,62.6346153846154,28.688679245283,NA,1221.42931034483,0.970941817426052,0.239315664287558
"308",17059,"APPBOSA","Hamburg Sud","2818",2016-04-13,"Barendrecht (NL)",11,"Bomar Resolute","Peru","NO CA","BANAVAC","EKOOKE FT",2016-03-17,27,42,0,0,0.0666666666666667,0,"1","11",2016-03-13,0.0117246027195937,43.5714285714286,1223.6,34.2830188679245,24.0056603773585,62.6346153846154,28.688679245283,NA,1221.42931034483,0.970941817426052,0.239315664287558
"309",17068,"VDCHIRA","Hamburg Sud","1302",2016-04-13,"Barendrecht (NL)",11,"Bomar Resolute","Peru","NO CA","BANAVAC","EKOOKE ALT",2016-03-18,26,42,0.0679611650485437,0.0776699029126214,0.0485436893203883,0,"1","11",2016-03-13,0.0362349235990786,43.8461538461538,1224.85,34.2830188679245,24.0056603773585,62.6346153846154,28.688679245283,NA,1221.42931034483,0.970941817426052,0.239315664287558
"310",17069,"VDCHIRA","Hamburg Sud","5458",2016-04-13,"Barendrecht (NL)",11,"Bomar Resolute","Peru","NO CA","BANAVAC","EKOOKE ALT",2016-03-18,26,44,0,0,0.0104166666666667,0,"1","11",2016-03-13,0.0362349235990786,43.8461538461538,1224.85,34.2830188679245,24.0056603773585,62.6346153846154,28.688679245283,NA,1221.42931034483,0.970941817426052,0.239315664287558
"311",17070,"VDCHIRA","Hamburg Sud","2057",2016-04-13,"Barendrecht (NL)",11,"Bomar Resolute","Peru","NO CA","BANAVAC","BIO BIO",2016-03-17,27,44,0,0,0.0909090909090909,0,"1","11",2016-03-13,0.0362349235990786,43.8461538461538,1223.6,34.2830188679245,24.0056603773585,62.6346153846154,28.688679245283,NA,1221.42931034483,0.970941817426052,0.239315664287558
"312",17071,"VDCHIRA","Hamburg Sud","5520",2016-04-13,"Barendrecht (NL)",11,"Bomar Resolute","Peru","NO CA","BANAVAC","EKOOKE FT",2016-03-16,28,43,0,0,0.0384615384615385,0,"1","11",2016-03-13,0.0362349235990786,43.8461538461538,1220.1,34.2830188679245,24.0056603773585,62.6346153846154,28.688679245283,NA,1221.42931034483,0.970941817426052,0.239315664287558
"313",17128,"APPBOSA","Hamburg Sud","3408",2016-04-13,"Barendrecht (NL)",11,"Bomar Resolute","Peru","NO CA","BANAVAC","EKOOKE FT",2016-03-18,26,46,0.0736842105263158,0.0105263157894737,0,0,"1","11",2016-03-13,0.0117246027195937,43.5714285714286,1224.85,34.2830188679245,24.0056603773585,62.6346153846154,28.688679245283,NA,1221.42931034483,0.970941817426052,0.239315664287558
"314",17130,"VDCHIRA","Hamburg Sud","5506",2016-04-13,"Barendrecht (NL)",11,"Bomar Resolute","Peru","NO CA","BANAVAC","EKOOKE FT",2016-03-17,27,42,0,0,0.0196078431372549,0,"1","11",2016-03-13,0.0362349235990786,43.8461538461538,1223.6,34.2830188679245,24.0056603773585,62.6346153846154,28.688679245283,NA,1221.42931034483,0.970941817426052,0.239315664287558
"315",17141,"VDCHIRA","Mediterranean Shipping Company BV","1624",2016-04-18,"Barendrecht (NL)",11,"MSC Lorena","Peru","NO CA","BANAVAC","EKOOKE FT",2016-03-19,30,46,0,0,0.0326086956521739,0,"1","11",2016-03-13,0.0362349235990786,43.8461538461538,1225.3,34.2830188679245,24.0056603773585,62.6346153846154,28.688679245283,NA,1221.42931034483,0.970941817426052,0.239315664287558
"316",17152,"VDCHIRA","Seatrade Group N.V.","5404",2016-04-18,"Barendrecht (NL)",12,"Schweiz Reefer","Peru","NO CA","BANAVAC","EKOOKE ALT",2016-03-21,28,47,0.0105263157894737,0.0105263157894737,0,0,"1","12",2016-03-20,0.0647564303298132,45.125,1227.15,34.6913043478261,25.2739130434783,63.3695652173913,28.9869565217391,NA,1231.26,0.992708874098054,0.120536680255323
"317",17154,"VDCHIRA","Seatrade Group N.V.","130",2016-04-18,"Barendrecht (NL)",3,"Schweiz Reefer","Peru","NO CA","BANAVAC","EKOOKE",2016-01-22,87,45,0,0,0,0,"1","03",2016-01-17,0,43.6666666666667,1090.8,33.1549019607843,24.1313725490196,64.82,27.9392156862745,NA,1082.79032258065,0.354604887042536,0.935016242685415
"318",17155,"VDCHIRA","Seatrade Group N.V.","2905",2016-04-18,"Barendrecht (NL)",12,"Schweiz Reefer","Peru","NO CA","BANAVAC","EKOOKE",2016-03-23,26,46,0.00980392156862745,0,0,0,"1","12",2016-03-20,0.0647564303298132,45.125,1232,34.6913043478261,25.2739130434783,63.3695652173913,28.9869565217391,NA,1231.26,0.992708874098054,0.120536680255323
"319",17156,"APPBOSA","Seatrade Group N.V.","3818",2016-04-18,"Barendrecht (NL)",12,"Schweiz Reefer","Peru","NO CA","BANAVAC","EKOOKE FT",2016-03-22,27,44,0,0,0.135135135135135,0,"1","12",2016-03-20,0.0087463556851312,45.1428571428571,1229.8,34.6913043478261,25.2739130434783,63.3695652173913,28.9869565217391,NA,1231.26,0.992708874098054,0.120536680255323
"320",17157,"APPBOSA","Seatrade Group N.V.","7202",2016-04-18,"Barendrecht (NL)",12,"Schweiz Reefer","Peru","NO CA","BANAVAC","EKOOKE FT",2016-03-23,26,44,0,0,0.0612244897959184,0,"1","12",2016-03-20,0.0087463556851312,45.1428571428571,1232,34.6913043478261,25.2739130434783,63.3695652173913,28.9869565217391,NA,1231.26,0.992708874098054,0.120536680255323
"321",17216,"APPBOSA","Seatrade Group N.V.","3115",2016-04-18,"Barendrecht (NL)",12,"Schweiz Reefer","Peru","NO CA","BANAVAC","EKOOKE",2016-03-23,26,46,0,0,0.0612244897959184,0,"1","12",2016-03-20,0.0087463556851312,45.1428571428571,1232,34.6913043478261,25.2739130434783,63.3695652173913,28.9869565217391,NA,1231.26,0.992708874098054,0.120536680255323
"322",17485,"VDCHIRA","Mediterranean Shipping Company BV","1456",2016-04-18,"Barendrecht (NL)",11,"MSC Lorena","Peru","NO CA","BANAVAC","EKOOKE FT",2016-03-20,29,43,0.00970873786407767,0.029126213592233,0,0,"1","11",2016-03-20,0.0647564303298132,45.125,1225.15,34.2830188679245,24.0056603773585,62.6346153846154,28.688679245283,NA,1231.26,0.970941817426052,0.239315664287558
"323",17143,"VDCHIRA","Maersk Line A/S","5478",2016-04-20,"Barendrecht (NL)",11,"AS Vega","Peru","CA","POLYPACK","MIGROS SWM",2016-03-19,32,44,0,0,0.0087719298245614,0,"0","11",2016-03-13,0.00458715596330275,45,1225.3,34.2830188679245,24.0056603773585,62.6346153846154,28.688679245283,NA,1221.42931034483,0.970941817426052,0.239315664287558
